Caminho do cliente;Última verificação;Estado dispositivo;Próximo estado do dispositivo;Fabricante;Modelo;Endereço IP;Número de série;Mac Address;Nome do dispositivo;Localização;Número do modelo;É cor;É duplex;Tecnologia do dispositivo;Tipologia do dispositivo;Data instalação;Localização;Firmware;Criado em;Modificado em;Está desligado;Nome do agente;Contador dispositivo;Total mono;Total cor;Total impressão;Total cópia;Total simples;Total duplex;Total <= A4;Total >= A3;Total impressão mono;Total impressão cor;Total cópia mono;Total cópia cor;Total fax;Total digitalização;Mono <= A4;Cor <= A4;Impressão <= A4;Cópia <= A4;Mono >= A3;Cor >= A3;Impressão >= A3;Cópia >= A3;Mono simples;Cor simples;Impressão simples;Cópia simples;Simples <= A4;Simples >= A3;Mono duplex;Cor duplex;Impressão duplex;Cópia duplex;Duplex <= A4;Duplex >= A3;Mono simples <= A4;Mono simples >= A3;Cor simples <= A4;Cor simples >= A3;Mono duplex <= A4;Mono duplex >= A3;Cor duplex <= A4;Cor duplex >= A3;Impressão mono <= A4;Impressão mono >= A3;Impressão cor <= A4;Impressão cor >= A3;Impressão mono simples;Impressão cor simples;Impressão simples <= A4;Impressão simples >= A3;Impressão mono duplex;Impressão cor duplex;Impressão duplex <= A4;Impressão duplex <= A4;Cópia mono <= A4;Cópia mono >= A3;Cópia cor <= A4;Cópia cor >= A3;Cópia mono simples;Cópia cor simples;Cópia simples <= A4;Cópia simples >= A3;Cópia mono duplex;Cópia cor duplex;Cópia duplex <= A4;Cópia duplex >= A3;Impressão <= A4 simples mono;Impressão <= A4 duplex mono;Impressão <= A4 simples cor;Impressão <= A4 duplex cor;Impressões >= A3 simples mono;Impressões >= A3 duplex mono;Impressões >= A3 simples cor;Impressões >= A3 duplex cor;Cópia <= A4 simples mono;Cópia <= A4 duplex mono;Cópia <= A4 simples cor;Cópia <= A4 duplex cor;Cópias >= A3 simples mono;Cópias >= A3 duplex mono;Cópias >= A3 simples cor;Cópias >= A3 duplex cor;Contador Canon 101;Contador Canon 102;Contador Canon 103;Contador Canon 104;Contador Canon 106;Contador Canon 108;Contador Canon 109;Contador Canon 112;Contador Canon 113;Contador Canon 122;Contador Canon 123;Contador Canon 124;Contador Canon 125;Contador Canon 405;Contador Canon 409;Contador Canon 501;Contador Canon 915;Contador Canon 916;Kyocera Nível 1;Kyocera Nível 2;Kyocera Nível 3;Revelador Preto Ricoh;Revelador Cor Ricoh;Contador Xerox nívek 1 de preto+cor;Contador Xerox nível 2 de cor;Contador Xerox nível 3 de cor;Nível do Toner Preto;Nível do Toner Ciano;Nível do Toner Magenta;Nível do Toner Amarelo;Kit Manutenção;Kit Transferência;Tambor Preto;Tambor Ciano;Tambor Magenta;Tambor Amarelo;Revelador Preto;Revelador Ciano;Revelador Magenta;Revelador Amarelo;Desperdício Preto;Desperdício Ciano;Desperdício Magenta;Desperdício Amarelo;Unidade Agrafos;Unidade Fusor;Tela de Transferência;Unidade da Tela de Transferência;Removedor de Pó de Papel;Filtro Ozono;Painel frontal;Alerta;HP Impressão Accent;HP Cópia Accent;HP Fax Accent;HP Impressão Escritório;HP Cópia Escritório;HP Impressão Profissional;HP Cópia Profissional;HP ciclo do motor;HP ciclo do motor de cor;HP ciclo do motor mono;Business Color;Graphics Color;Highlight Color;Ricoh Color Coverage 1;Ricoh Color Coverage 2;Ricoh Color Coverage 3;Contador Canon 114;Contador Canon 964;Contador Canon 965;Unidade Laser;Descrição do cartucho preto;Número de série do cartucho preto;Descrição do cartucho ciano;Número de série do cartucho ciano;Descrição do cartucho magenta;Número de série do cartucho magenta;Descrição do cartucho amarelo;Número de série do cartucho amarelo;Marianne;Conexão elétrica (h);Modo de suspensão (h);Modo de poupança de energia (h);Modo de funcionamento (h);Consumo de energia (kWh);Emissão de CO2 (kg);Total outro mono;Total outro cor;Contador Canon 502;Uso papel (m2);Uso papel (ft2);Uso total de tinta (ml);Cartucho preto usado;Cartucho ciano usado;Cartucho amarelo usado;Cartucho magenta usado;Marianne Impressão;Marianne Cópia
BIM->BIM;2020/03/05 11:48:16;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.100.28;VM48Y15746;00:17:C8:6D:77:33;KM6D7733;DCN -ILHA Mocambique;;Não;Sim;Laser;Impressora;;DCN -ILHA Mocambique;2T6_S000.002.028;2019/07/12 06:02:10;2020/03/05 11:11:29;Não;BIM;20608;20608;;;;20608;;20608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:53:00;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.112.12;VM48Y14606;00:17:C8:6D:44:87;KM6D4487;DCS2 -Machava Sede;;Não;Sim;Laser;Impressora;;DCS2 -Machava Sede;2T6_S000.002.302;2019/05/17 15:33:18;2020/03/05 11:18:28;Não;BIM;22071;22071;;;;21957;114;22071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:51:23;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.111.81;R4Z8X08782;00:17:C8:6C:32:4F;PBMZFPMPX01;DCS XIPAMANINE;;Não;Sim;Laser;Multifunções;;DCS XIPAMANINE;2TF_S000.001.349;2020/02/14 12:39:10;2020/03/05 11:16:12;Não;BIM;4372;4372;;2278;2094;4046;326;4372;;2278;;2094;;;4328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;;;;;;;;;;;;;;;;;;;;;;;;"Pronto.";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:50:15;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.99.154;VM48Y15567;00:17:C8:6D:82:A0;KM6D82A0;DCC -Eduardo Mondl Quelimane;;Não;Sim;Laser;Impressora;;DCC -Eduardo Mondl Quelimane;2T6_S000.002.028;2019/05/17 17:00:51;2020/03/05 11:14:28;Não;BIM;31092;31092;;;;30988;104;31092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:51:13;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.109.75;VM48Y15749;00:17:C8:6D:77:35;KM6D7735;DCS2 -Machava;;Não;Sim;Laser;Impressora;;DCS2 -Machava;2T6_S000.002.302;2019/07/18 22:08:12;2020/03/05 11:15:46;Não;BIM;11253;11253;;;;10438;815;11253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:49:51;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.109.27;R4Z8X08769;00:17:C8:6C:A5:27;PBMZFPMIT01;DCS1- Julius Nyerere;;Não;Sim;Laser;Multifunções;;DCS1- Julius Nyerere;2TF_S000.001.349;2020/02/11 16:36:39;2020/03/05 11:13:40;Não;BIM;4309;4309;;3140;1169;2919;1390;4309;;3140;;1169;;;2738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:45:53;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.105.38;VM48Y13896;00:17:C8:6D:3D:32;KM6D3D32;PRP -Beira Club Prestige;;Não;Sim;Laser;Impressora;;PRP -Beira Club Prestige;2T6_S000.002.028;2019/06/10 18:52:04;2020/03/05 11:06:56;Não;BIM;38007;38007;;;;38007;;38007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:47:06;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.108.141;VM48Y13438;00:17:C8:6D:36:1D;KM6D361D;DCS2 -Benfica;;Não;Sim;Laser;Impressora;;DCS2 -Benfica;2T6_S000.002.302;2019/05/17 15:34:09;2020/03/05 11:09:19;Não;BIM;13375;13375;;;;13375;;13375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:54:13;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.97.75;R4Z8X09053;00:17:C8:6C:A6:06;PBMZ0CBX01;DCN -Montepuez;;Não;Sim;Laser;Multifunções;;DCN -Montepuez;2TF_S000.001.349;2019/05/16 17:43:16;2020/03/05 11:20:27;Não;BIM;46380;46380;;25672;20708;36786;9594;46380;;25672;;20708;;;59024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2019/12/06 05:30:02;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.109.230;VM49123546;00:17:C8:6E:C1:62;KM6EC162;PRP -Parque Poetas Prestige;;Não;Sim;Laser;Impressora;;PRP -Parque Poetas Prestige;2T6_S000.002.302;2019/07/05 02:01:44;2019/12/06 05:12:21;Não;BIM;6270;6270;;;;6270;;6270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/02/04 15:32:21;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.112.22;VM49123086;00:17:C8:6E:B8:B7;KM6EB8B7;PRP -Sommerschield Prestige;;Não;Sim;Laser;Impressora;;PRP -Sommerschield Prestige;2T6_S000.002.302;2019/08/16 14:16:03;2020/02/04 14:38:51;Não;BIM;17382;17382;;;;17211;171;17382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:45:58;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.106.68;VM48Y15294;00:17:C8:6D:64:64;KM6D6464;DCS2 -Massinga;;Não;Sim;Laser;Impressora;;DCS2 -Massinga;2T6_S000.002.302;2019/07/02 22:22:11;2020/03/05 11:07:25;Não;BIM;22609;22609;;;;22609;;22609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;;;;;;;;;;;;;;;;;;;;;"Pronta para imprimir.";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:54:24;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.98.35;R4Z8X08777;00:17:C8:6C:A5:1C;PBMZ0BAX07;PRT -Prestige Lichinga;;Não;Sim;Laser;Multifunções;;PRT -Prestige Lichinga;2TF_S000.002.201;2019/06/13 15:57:03;2020/03/05 11:20:49;Não;BIM;38374;38374;;25952;12422;32259;6115;38374;;25952;;12422;;;38287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:46:51;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.100.100;VM48Z15886;00:17:C8:6D:87:51;KM6D8751;PRP - Nacala Prestige 635;;Não;Sim;Laser;Impressora;;PRP - Nacala Prestige 635;2T6_S000.002.028;2019/09/12 13:40:55;2020/03/05 11:08:54;Não;BIM;23446;23446;;;;22807;639;23446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:50:18;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.100.251;VM48Z16188;00:17:C8:6D:84:D7;KM6D84D7;609-DCN-Nacala Velha;;Não;Sim;Laser;Impressora;;609-DCN-Nacala Velha;2T6_S000.002.028;2019/08/30 15:26:05;2020/03/05 11:14:40;Não;BIM;7547;7547;;;;7247;300;7547;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:53:22;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.101.45;VM48Y13848;00:17:C8:6D:3D:6D;KM6D3D6D;DCN -Muahivire;;Não;Sim;Laser;Impressora;;DCN -Muahivire;2T6_S000.002.028;2019/06/14 11:58:09;2020/03/05 11:19:23;Não;BIM;2851;2851;;;;2851;;2851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:49:57;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.99.39;VM48Y15409;00:17:C8:6D:64:4C;KM6D644C;DCC -Quelimane;;Não;Sim;Laser;Impressora;;DCC -Quelimane;2T6_S000.002.302;2019/06/08 11:07:33;2020/03/05 11:14:00;Não;BIM;24813;24813;;;;24811;2;24813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:45:51;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.107.170;VM48Y15328;00:17:C8:6D:66:93;KM6D6693;DCS1 -Samora Machel Xai -XAI;;Não;Sim;Laser;Impressora;;DCS1 -Samora Machel Xai -XAI;2T6_S000.002.302;2019/05/17 13:04:53;2020/03/05 11:06:50;Não;BIM;34990;34990;;;;34990;;34990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/02/11 15:30:10;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.112.234;VM48Y13924;00:17:C8:6D:3A:7B;KM6D3A7B;DCS2-Baixa Correios;;Não;Sim;Laser;Impressora;;DCS2-Baixa Correios;2T6_S000.002.302;2019/03/07 12:03:08;2020/02/11 15:00:48;Não;BIM;21562;21562;;;;21562;;21562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/02/18 15:30:47;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.110.59;VM48Y14819;00:17:C8:6D:3E:6C;PBMZ0MCX02;DCS2 -Praca Omm;;Não;Sim;Laser;Impressora;;DCS2 -Praca Omm;2T6_S000.002.302;2019/05/17 15:33:09;2020/02/18 14:45:02;Não;BIM;32648;32648;;;;32632;16;32648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:50:23;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.97.50;R4Z8604656;00:17:C8:69:AC:6B;PBMZ0CAX02;DCN -Pemba;;Não;Sim;Laser;Multifunções;;DCN -Pemba;2TF_S000.001.319;2019/05/16 17:43:50;2020/03/05 11:14:42;Não;BIM;69403;69403;;52021;17382;55605;13798;69403;;52021;;17382;;;67733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;;;;;;;;;;;;;;;;;;;;;"Pronta";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:49:46;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.107.69;VM48Z17078;00:17:C8:6D:9A:71;KM6D9A71;PRP -Limpopo Prestige;;Não;Sim;Laser;Impressora;;PRP -Limpopo Prestige;2T6_S000.002.302;2019/05/29 14:54:43;2020/03/05 11:13:14;Não;BIM;9201;9201;;;;9187;14;9201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:52:10;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.100.155;VM48Z16801;00:17:C8:6D:9A:D5;KM6D9AD5;NAMPULA 601;;Não;Sim;Laser;Impressora;;NAMPULA 601;2T6_S000.002.028;2019/06/12 22:15:01;2020/03/05 11:17:15;Não;BIM;19553;19553;;;;19553;;19553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:52:15;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.112.107;VM49123071;00:17:C8:6E:B8:BE;KM6EB8BE;;;Não;Sim;Laser;Impressora;;;2T6_S000.002.302;2019/10/22 12:28:00;2020/03/05 11:17:24;Não;BIM;10548;10548;;;;10548;;10548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:53:12;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.98.13;VM48Z16949;00:17:C8:6D:98:1B;KM6D981B;PRP - Cuamba Prestige;;Não;Sim;Laser;Impressora;;PRP - Cuamba Prestige;2T6_S000.002.028;2019/06/18 17:41:53;2020/03/05 11:18:55;Não;BIM;5299;5299;;;;5291;8;5299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:46:50;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.109.114;VM48Y15036;00:17:C8:6D:64:85;KM6D6485;DCS2 -Marracuene;;Não;Sim;Laser;Impressora;;DCS2 -Marracuene;2T6_S000.002.302;2019/06/18 17:38:39;2020/03/05 11:08:46;Não;BIM;11837;11837;;;;11741;96;11837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/02/22 08:27:08;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.111.173;VM48Z16065;00:17:C8:6D:93:74;KM6D9374;DCS1 -Eduardo Mondlane   2;;Não;Sim;Laser;Impressora;;DCS1 -Eduardo Mondlane   2;2T6_S000.002.302;2019/05/17 17:35:28;2020/02/22 08:04:37;Não;BIM;383;383;;;;383;;383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;;;;;;;;;;;;;;;;;;;;;;;;"Coloque papel no cassete 1.";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:51:38;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.105.76;VM48Z16237;00:17:C8:6D:86:9C;KM6D869C;DCC -MBIM Muxungue;;Não;Sim;Laser;Impressora;;DCC -MBIM Muxungue;2T6_S000.002.028;2019/06/18 17:38:55;2020/03/05 11:16:43;Não;BIM;20489;20489;;;;20489;;20489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:53:02;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.106.140;VM48Y13616;00:17:C8:6D:37:9F;KM6D379F;DCS2 -Quissico;;Não;Sim;Laser;Impressora;;DCS2 -Quissico;2T6_S000.002.302;2019/06/20 23:37:10;2020/03/05 11:18:30;Não;BIM;29063;29063;;;;27299;1764;29063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:54:40;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.98.4;R4Z8X08827;00:17:C8:6C:A5:7E;PBMZ0BBX04;PRT -Prestige Cuamba;;Não;Sim;Laser;Multifunções;;PRT -Prestige Cuamba;2TF_S000.001.349;2019/05/23 21:30:24;2020/03/05 11:21:21;Não;BIM;6094;6094;;5029;1065;4352;1742;6094;;5029;;1065;;;2237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:51:55;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.100.236;VM48Z16936;00:17:C8:6D:98:8A;KM6D988A;DCN -Namutequeliua;;Não;Sim;Laser;Impressora;;DCN -Namutequeliua;2T6_S000.002.028;2019/06/17 20:08:00;2020/03/05 11:16:51;Não;BIM;715;715;;;;673;42;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;;;;;;;;;;;;;;;;;;;;;;;;"Pronta para imprimir.";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
